COUNTRY,Country,SECTPERF,Sector,SECTFUND,Source of funds,MEASURE,Measure,YEAR,year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
NLD,Netherlands,GOV,Government,_T,Total funding,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,1160.353,D,Difference in methodology
NLD,Netherlands,GOV,Government,_T,Total funding,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,1159.624,D,Difference in methodology
NLD,Netherlands,GOV,Government,_T,Total funding,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,1250.086,D,Difference in methodology
NLD,Netherlands,GOV,Government,_T,Total funding,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,1302.4,D,Difference in methodology
NLD,Netherlands,GOV,Government,_T,Total funding,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,1359.582,D,Difference in methodology
NLD,Netherlands,GOV,Government,_T,Total funding,DC6,PPP Dollars - Current prices,2021,2021,USD,US Dollar,6,Millions,,,1407.503,D; P,Difference in methodology; Provisional value
NLD,Netherlands,HES,Higher education,_T,Total funding,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,5126.753,B,Break
NLD,Netherlands,HES,Higher education,_T,Total funding,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,5269.547,,
NLD,Netherlands,HES,Higher education,_T,Total funding,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,5423.603,,
NLD,Netherlands,HES,Higher education,_T,Total funding,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,5410.79,,
NLD,Netherlands,HES,Higher education,_T,Total funding,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,5761.043,,
NLD,Netherlands,HES,Higher education,_T,Total funding,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,5902.826,,
NLD,Netherlands,HES,Higher education,_T,Total funding,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,6293.65,,
NLD,Netherlands,HES,Higher education,_T,Total funding,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,6735.037,,
NLD,Netherlands,HES,Higher education,_T,Total funding,DC6,PPP Dollars - Current prices,2021,2021,USD,US Dollar,6,Millions,,,6751.852,P,Provisional value
NLD,Netherlands,PNP,Private non-profit,_T,Total funding,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,_T,Total funding,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,_T,Total funding,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,_T,Total funding,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,_T,Total funding,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,_T,Total funding,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,_T,Total funding,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,_T,Total funding,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,_T,Total funding,DC6,PPP Dollars - Current prices,2021,2021,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,_T,Total intramural,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,9890.174,B,Break
NLD,Netherlands,_T,Total intramural,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,10004.969,,
NLD,Netherlands,_T,Total intramural,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,9948.416,,
NLD,Netherlands,_T,Total intramural,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,10693.35,,
NLD,Netherlands,_T,Total intramural,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,11598.797,,
NLD,Netherlands,_T,Total intramural,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,12092.748,,
NLD,Netherlands,_T,Total intramural,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,13138.316,,
NLD,Netherlands,_T,Total intramural,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,13779.188,,
NLD,Netherlands,BES,Business enterprise,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,9414.082,B,Break
NLD,Netherlands,BES,Business enterprise,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,9507.935,,
NLD,Netherlands,BES,Business enterprise,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,9436.057,,
NLD,Netherlands,BES,Business enterprise,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,10179.174,,
NLD,Netherlands,BES,Business enterprise,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,11018.346,,
NLD,Netherlands,BES,Business enterprise,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,11464.486,,
NLD,Netherlands,BES,Business enterprise,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,12506.382,,
NLD,Netherlands,BES,Business enterprise,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,13137.382,,
NLD,Netherlands,GOV,Government,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,86.448,B; D,Break; Difference in methodology
NLD,Netherlands,GOV,Government,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,90.257,D,Difference in methodology
NLD,Netherlands,GOV,Government,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,86.422,D,Difference in methodology
NLD,Netherlands,GOV,Government,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,90.515,D,Difference in methodology
NLD,Netherlands,GOV,Government,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,99.725,D,Difference in methodology
NLD,Netherlands,GOV,Government,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,114.58,D,Difference in methodology
NLD,Netherlands,GOV,Government,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,107.891,D,Difference in methodology
NLD,Netherlands,GOV,Government,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,115.263,D,Difference in methodology
NLD,Netherlands,HES,Higher education,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,389.643,B,Break
NLD,Netherlands,HES,Higher education,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,406.776,,
NLD,Netherlands,HES,Higher education,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,425.937,,
NLD,Netherlands,HES,Higher education,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,422.404,,
NLD,Netherlands,HES,Higher education,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,480.726,,
NLD,Netherlands,HES,Higher education,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,513.681,,
NLD,Netherlands,HES,Higher education,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,524.043,,
NLD,Netherlands,HES,Higher education,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,526.543,,
NLD,Netherlands,PNP,Private non-profit,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,BES,Business enterprise sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,_T,Total intramural,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,1904.366,B,Break
NLD,Netherlands,_T,Total intramural,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,1928.788,,
NLD,Netherlands,_T,Total intramural,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,2108.699,,
NLD,Netherlands,_T,Total intramural,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,2196.248,,
NLD,Netherlands,_T,Total intramural,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,2436.873,,
NLD,Netherlands,_T,Total intramural,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,2380.442,,
NLD,Netherlands,_T,Total intramural,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,2369.752,,
NLD,Netherlands,_T,Total intramural,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,2508.284,,
NLD,Netherlands,BES,Business enterprise,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,1364.378,B,Break
NLD,Netherlands,BES,Business enterprise,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,1367.461,,
NLD,Netherlands,BES,Business enterprise,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,1493.867,,
NLD,Netherlands,BES,Business enterprise,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,1567.671,,
NLD,Netherlands,BES,Business enterprise,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,1742.632,,
NLD,Netherlands,BES,Business enterprise,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,1654.336,,
NLD,Netherlands,BES,Business enterprise,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,1631.211,,
NLD,Netherlands,BES,Business enterprise,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,1734.187,,
NLD,Netherlands,GOV,Government,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,141.575,B; D,Break; Difference in methodology
NLD,Netherlands,GOV,Government,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,132.295,D,Difference in methodology
NLD,Netherlands,GOV,Government,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,156.794,D,Difference in methodology
NLD,Netherlands,GOV,Government,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,168.459,D,Difference in methodology
NLD,Netherlands,GOV,Government,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,167.487,D,Difference in methodology
NLD,Netherlands,GOV,Government,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,173.802,D,Difference in methodology
NLD,Netherlands,GOV,Government,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,168.259,D,Difference in methodology
NLD,Netherlands,GOV,Government,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,167.656,D,Difference in methodology
NLD,Netherlands,HES,Higher education,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,398.413,B,Break
NLD,Netherlands,HES,Higher education,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,429.032,,
NLD,Netherlands,HES,Higher education,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,456.802,,
NLD,Netherlands,HES,Higher education,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,460.118,,
NLD,Netherlands,HES,Higher education,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,526.753,,
NLD,Netherlands,HES,Higher education,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,552.304,,
NLD,Netherlands,HES,Higher education,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,570.282,,
NLD,Netherlands,HES,Higher education,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,606.441,,
NLD,Netherlands,PNP,Private non-profit,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,ROW,Rest of the world (ROW),DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,_T,Total intramural,GOV,Government sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,5569.017,B,Break
NLD,Netherlands,_T,Total intramural,GOV,Government sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,5644.177,,
NLD,Netherlands,_T,Total intramural,GOV,Government sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,5768.057,,
NLD,Netherlands,_T,Total intramural,GOV,Government sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,5787.936,,
NLD,Netherlands,_T,Total intramural,GOV,Government sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,6044.876,,
NLD,Netherlands,_T,Total intramural,GOV,Government sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,6303.214,,
NLD,Netherlands,_T,Total intramural,GOV,Government sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,6705.948,,
NLD,Netherlands,_T,Total intramural,GOV,Government sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,7338.859,,
NLD,Netherlands,BES,Business enterprise,GOV,Government sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,794.321,B,Break
NLD,Netherlands,BES,Business enterprise,GOV,Government sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,725.768,,
NLD,Netherlands,BES,Business enterprise,GOV,Government sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,737.057,,
NLD,Netherlands,BES,Business enterprise,GOV,Government sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,751.778,,
NLD,Netherlands,BES,Business enterprise,GOV,Government sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,777.344,,
NLD,Netherlands,BES,Business enterprise,GOV,Government sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,910.207,,
NLD,Netherlands,BES,Business enterprise,GOV,Government sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,931.203,,
NLD,Netherlands,BES,Business enterprise,GOV,Government sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,1088.451,,
NLD,Netherlands,GOV,Government,GOV,Government sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,823.137,B; D,Break; Difference in methodology
NLD,Netherlands,GOV,Government,GOV,Government sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,860.536,D,Difference in methodology
NLD,Netherlands,GOV,Government,GOV,Government sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,849.406,D,Difference in methodology
NLD,Netherlands,GOV,Government,GOV,Government sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,885.036,D,Difference in methodology
NLD,Netherlands,GOV,Government,GOV,Government sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,879.627,D,Difference in methodology
NLD,Netherlands,GOV,Government,GOV,Government sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,941.105,D,Difference in methodology
NLD,Netherlands,GOV,Government,GOV,Government sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,994.14,D,Difference in methodology
NLD,Netherlands,GOV,Government,GOV,Government sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,1043.918,D,Difference in methodology
NLD,Netherlands,HES,Higher education,GOV,Government sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,3951.559,B,Break
NLD,Netherlands,HES,Higher education,GOV,Government sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,4057.873,,
NLD,Netherlands,HES,Higher education,GOV,Government sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,4182.829,,
NLD,Netherlands,HES,Higher education,GOV,Government sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,4151.122,,
NLD,Netherlands,HES,Higher education,GOV,Government sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,4389.183,,
NLD,Netherlands,HES,Higher education,GOV,Government sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,4451.903,,
NLD,Netherlands,HES,Higher education,GOV,Government sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,4780.605,,
NLD,Netherlands,HES,Higher education,GOV,Government sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,5206.49,,
NLD,Netherlands,PNP,Private non-profit,GOV,Government sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,GOV,Government sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,GOV,Government sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,GOV,Government sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,GOV,Government sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,GOV,Government sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,GOV,Government sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,PNP,Private non-profit,GOV,Government sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,,D,Difference in methodology
NLD,Netherlands,_T,Total intramural,HES,Higher education sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,26.31,B,Break
NLD,Netherlands,_T,Total intramural,HES,Higher education sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,32.146,,
NLD,Netherlands,_T,Total intramural,HES,Higher education sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,34.569,,
NLD,Netherlands,_T,Total intramural,HES,Higher education sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,33.943,,
NLD,Netherlands,_T,Total intramural,HES,Higher education sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,39.634,,
NLD,Netherlands,_T,Total intramural,HES,Higher education sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,45.06,,
NLD,Netherlands,_T,Total intramural,HES,Higher education sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,44.955,,
NLD,Netherlands,_T,Total intramural,HES,Higher education sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,51.083,,
NLD,Netherlands,BES,Business enterprise,HES,Higher education sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,18.793,B,Break
NLD,Netherlands,BES,Business enterprise,HES,Higher education sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,21.019,,
NLD,Netherlands,BES,Business enterprise,HES,Higher education sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,20.988,,
NLD,Netherlands,BES,Business enterprise,HES,Higher education sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,22.629,,
NLD,Netherlands,BES,Business enterprise,HES,Higher education sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,29.406,,
NLD,Netherlands,BES,Business enterprise,HES,Higher education sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,28.323,,
NLD,Netherlands,BES,Business enterprise,HES,Higher education sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,28.257,,
NLD,Netherlands,BES,Business enterprise,HES,Higher education sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,34.055,,
NLD,Netherlands,GOV,Government,HES,Higher education sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,7.517,B; D,Break; Difference in methodology
NLD,Netherlands,GOV,Government,HES,Higher education sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,11.128,D,Difference in methodology
NLD,Netherlands,GOV,Government,HES,Higher education sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,13.581,D,Difference in methodology
NLD,Netherlands,GOV,Government,HES,Higher education sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,11.314,D,Difference in methodology
NLD,Netherlands,GOV,Government,HES,Higher education sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,10.228,D,Difference in methodology
NLD,Netherlands,GOV,Government,HES,Higher education sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,16.736,D,Difference in methodology
NLD,Netherlands,GOV,Government,HES,Higher education sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,16.697,D,Difference in methodology
NLD,Netherlands,GOV,Government,HES,Higher education sector,DC6,PPP Dollars - Current prices,2020,2020,USD,US Dollar,6,Millions,,,17.028,D,Difference in methodology
NLD,Netherlands,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2013,2013,USD,US Dollar,6,Millions,,,0,B,Break
NLD,Netherlands,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2014,2014,USD,US Dollar,6,Millions,,,0,,
NLD,Netherlands,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2015,2015,USD,US Dollar,6,Millions,,,0,,
NLD,Netherlands,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2016,2016,USD,US Dollar,6,Millions,,,0,,
NLD,Netherlands,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2017,2017,USD,US Dollar,6,Millions,,,0,,
NLD,Netherlands,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2018,2018,USD,US Dollar,6,Millions,,,0,,
NLD,Netherlands,HES,Higher education,HES,Higher education sector,DC6,PPP Dollars - Current prices,2019,2019,USD,US Dollar,6,Millions,,,0,,
