date,US_Expense,US_Business,US_Cost,US_Tax,US_Investment,US_Credit,US_Technology,US_Economy,US_Innovation,US_Income,US_Salary,US_Manufacturing,US_Loan,US_Investor,US_Business_loan,US_Investment_fund,US_Investment_banking,US_Tax_credit,US_Research_&_Experimentation_Tax_Credit,US_Stock,US_Small_Business_Innovation_Research,US_Income_statement,US_Budget,US_Education,US_Medicine,US_Scholarship,US_Collaboration,US_Data,US_Health,US_Disease,US_Job,US_Career,US_Laboratory,US_Wage,US_Tax_deduction,US_Tax_report,US_Research_and_Development_Tax_Credit,US_Tax_incentive,US_Innovation_management,US_Entrepreneurship,US_Patent,US_Trademark,US_Patent_application,US_Law,US_Patent_office,US_Invention,US_Law_firm,US_Trademark_attorney,US_Patent_infringement,US_Capitalization,US_Energy,US_Business_model,US_Subsidy,US_Sustainability,US_Semiconductor,US_Investment_management,US_Employment,CN_Expense,CN_Business,CN_Cost,CN_Tax,CN_Investment,CN_Credit,CN_Technology,CN_Economy,CN_Innovation,CN_Income,CN_Salary,CN_Manufacturing,CN_Loan,CN_Investor,CN_Business_loan,CN_Investment_fund,CN_Investment_banking,CN_Tax_credit,CN_Stock,CN_Small_Business_Innovation_Research,CN_Income_statement,CN_Budget,CN_Education,CN_Medicine,CN_Scholarship,CN_Collaboration,CN_Data,CN_Health,CN_Disease,CN_Job,CN_Career,CN_Laboratory,CN_Wage,CN_Tax_deduction,CN_Tax_report,CN_Tax_incentive,CN_Innovation_management,CN_Entrepreneurship,CN_Patent,CN_Trademark,CN_Patent_application,CN_Law,CN_Patent_office,CN_Invention,CN_Law_firm,CN_Patent_infringement,CN_Capitalization,CN_Energy,CN_Business_model,CN_Subsidy,CN_Sustainability,CN_Semiconductor,CN_Investment_management,CN_Employment,JP_Expense,JP_Business,JP_Cost,JP_Tax,JP_Investment,JP_Credit,JP_Technology,JP_Economy,JP_Innovation,JP_Income,JP_Salary,JP_Manufacturing,JP_Loan,JP_Investor,JP_Business_loan,JP_Investment_fund,JP_Investment_banking,JP_Tax_credit,JP_Stock,JP_Small_Business_Innovation_Research,JP_Income_statement,JP_Budget,JP_Education,JP_Medicine,JP_Scholarship,JP_Collaboration,JP_Data,JP_Health,JP_Disease,JP_Job,JP_Career,JP_Laboratory,JP_Wage,JP_Tax_deduction,JP_Tax_report,JP_Tax_incentive,JP_Innovation_management,JP_Entrepreneurship,JP_Patent,JP_Trademark,JP_Patent_application,JP_Law,JP_Patent_office,JP_Invention,JP_Law_firm,JP_Trademark_attorney,JP_Patent_infringement,JP_Capitalization,JP_Energy,JP_Business_model,JP_Subsidy,JP_Sustainability,JP_Semiconductor,JP_Investment_management,JP_Employment,DE_Expense,DE_Business,DE_Cost,DE_Tax,DE_Investment,DE_Credit,DE_Technology,DE_Economy,DE_Innovation,DE_Income,DE_Salary,DE_Manufacturing,DE_Loan,DE_Investor,DE_Business_loan,DE_Investment_fund,DE_Investment_banking,DE_Tax_credit,DE_Research_&_Experimentation_Tax_Credit,DE_Stock,DE_Small_Business_Innovation_Research,DE_Income_statement,DE_Budget,DE_Medicine,DE_Scholarship,DE_Collaboration,DE_Data,DE_Health,DE_Disease,DE_Job,DE_Career,DE_Laboratory,DE_Wage,DE_Tax_deduction,DE_Tax_report,DE_Research_and_Development_Tax_Credit,DE_Tax_incentive,DE_Innovation_management,DE_Entrepreneurship,DE_Patent,DE_Trademark,DE_Patent_application,DE_Law,DE_Patent_office,DE_Invention,DE_Law_firm,DE_Trademark_attorney,DE_Patent_infringement,DE_Capitalization,DE_Energy,DE_Business_model,DE_Subsidy,DE_Sustainability,DE_Semiconductor,DE_Investment_management,DE_Employment,KR_Expense,KR_Business,KR_Cost,KR_Tax,KR_Investment,KR_Credit,KR_Technology,KR_Economy,KR_Innovation,KR_Income,KR_Salary,KR_Manufacturing,KR_Loan,KR_Investor,KR_Business_loan,KR_Investment_fund,KR_Investment_banking,KR_Tax_credit,KR_Research_&_Experimentation_Tax_Credit,KR_Stock,KR_Small_Business_Innovation_Research,KR_Income_statement,KR_Budget,KR_Education,KR_Medicine,KR_Scholarship,KR_Collaboration,KR_Data,KR_Health,KR_Disease,KR_Job,KR_Career,KR_Laboratory,KR_Wage,KR_Tax_deduction,KR_Tax_report,KR_Research_and_Development_Tax_Credit,KR_Tax_incentive,KR_Innovation_management,KR_Entrepreneurship,KR_Patent,KR_Trademark,KR_Patent_application,KR_Law,KR_Patent_office,KR_Invention,KR_Law_firm,KR_Trademark_attorney,KR_Patent_infringement,KR_Capitalization,KR_Energy,KR_Business_model,KR_Subsidy,KR_Sustainability,KR_Semiconductor,KR_Investment_management,KR_Employment,CA_Expense,CA_Business,CA_Cost,CA_Tax,CA_Investment,CA_Credit,CA_Technology,CA_Economy,CA_Innovation,CA_Income,CA_Salary,CA_Manufacturing,CA_Loan,CA_Investor,CA_Business_loan,CA_Investment_fund,CA_Investment_banking,CA_Tax_credit,CA_Research_&_Experimentation_Tax_Credit,CA_Stock,CA_Small_Business_Innovation_Research,CA_Income_statement,CA_Budget,CA_Education,CA_Medicine,CA_Scholarship,CA_Collaboration,CA_Data,CA_Health,CA_Disease,CA_Job,CA_Career,CA_Laboratory,CA_Wage,CA_Tax_deduction,CA_Tax_report,CA_Research_and_Development_Tax_Credit,CA_Tax_incentive,CA_Innovation_management,CA_Entrepreneurship,CA_Patent,CA_Trademark,CA_Patent_application,CA_Law,CA_Patent_office,CA_Invention,CA_Law_firm,CA_Trademark_attorney,CA_Patent_infringement,CA_Capitalization,CA_Energy,CA_Business_model,CA_Subsidy,CA_Sustainability,CA_Semiconductor,CA_Investment_management,CA_Employment,CH_Expense,CH_Business,CH_Cost,CH_Tax,CH_Investment,CH_Credit,CH_Technology,CH_Economy,CH_Innovation,CH_Income,CH_Salary,CH_Manufacturing,CH_Loan,CH_Investor,CH_Business_loan,CH_Investment_fund,CH_Investment_banking,CH_Tax_credit,CH_Stock,CH_Income_statement,CH_Budget,CH_Education,CH_Medicine,CH_Scholarship,CH_Collaboration,CH_Data,CH_Health,CH_Disease,CH_Job,CH_Career,CH_Laboratory,CH_Wage,CH_Tax_deduction,CH_Tax_report,CH_Innovation_management,CH_Entrepreneurship,CH_Patent,CH_Trademark,CH_Patent_application,CH_Law,CH_Patent_office,CH_Invention,CH_Law_firm,CH_Trademark_attorney,CH_Patent_infringement,CH_Capitalization,CH_Energy,CH_Business_model,CH_Subsidy,CH_Sustainability,CH_Semiconductor,CH_Investment_management,CH_Employment,GB_Expense,GB_Business,GB_Cost,GB_Tax,GB_Investment,GB_Credit,GB_Technology,GB_Economy,GB_Innovation,GB_Income,GB_Salary,GB_Manufacturing,GB_Loan,GB_Investor,GB_Business_loan,GB_Investment_fund,GB_Investment_banking,GB_Tax_credit,GB_Research_&_Experimentation_Tax_Credit,GB_Stock,GB_Small_Business_Innovation_Research,GB_Income_statement,GB_Budget,GB_Education,GB_Medicine,GB_Scholarship,GB_Collaboration,GB_Data,GB_Health,GB_Disease,GB_Job,GB_Career,GB_Laboratory,GB_Wage,GB_Tax_deduction,GB_Tax_report,GB_Research_and_Development_Tax_Credit,GB_Tax_incentive,GB_Innovation_management,GB_Entrepreneurship,GB_Patent,GB_Trademark,GB_Patent_application,GB_Patent_office,GB_Trademark_attorney,GB_Patent_infringement,GB_Capitalization,GB_Energy,GB_Business_model,GB_Subsidy,GB_Sustainability,GB_Investment_management,GB_Employment
2019-01-01,59,0,83,70,62,98,30,48,74,72,82,41,28,91,41,29,37,15,7,31,17,45,0,39,73,60,63,71,0,72,88,89,63,45,67,16,0,7,29,89,38,45,30,70,5,60,61,46,18,69,68,63,53,52,12,19,4,12,0,61,100,27,46,19,86,31,64,57,58,28,51,0,38,50,12,21,17,26,0,90,80,82,70,91,64,56,73,78,53,9,0,41,30,14,26,62,49,51,79,21,25,31,16,14,73,60,37,47,46,0,73,12,0,65,71,46,32,4,43,4,66,81,44,89,44,8,33,11,25,7,0,63,0,50,34,59,49,64,60,76,90,54,50,28,0,33,1,2,59,18,36,6,19,7,51,59,1,12,30,46,36,26,23,16,9,23,66,0,69,81,78,74,26,0,15,59,78,0,5,82,0,54,35,16,7,8,1,96,0,0,37,36,68,88,70,99,91,35,73,49,17,0,0,0,76,43,91,22,30,8,0,31,2,10,78,68,0,17,37,24,21,9,34,0,0,0,41,21,13,22,16,10,96,21,10,12,0,0,12,41,0,22,1,15,0,29,24,26,41,41,33,36,65,35,15,62,8,8,0,0,0,56,20,24,8,20,4,14,19,0,1,12,25,14,23,17,17,5,27,33,0,76,41,64,77,29,47,55,60,74,30,22,80,17,35,54,21,0,27,0,51,0,44,61,48,60,66,73,76,88,72,54,37,44,14,4,16,17,85,30,46,10,74,4,40,56,6,11,59,62,64,12,60,8,25,43,0,0,67,55,68,75,28,54,29,73,74,46,70,72,17,49,42,0,14,75,0,79,33,50,36,40,65,67,80,73,48,59,44,27,12,70,53,74,3,70,16,32,55,0,0,56,47,79,63,50,16,26,74,35,0,80,94,68,85,30,59,64,79,66,30,45,86,34,32,45,42,2,21,7,57,0,35,62,37,52,54,0,70,83,64,34,39,52,68,12,5,13,76,25,38,16,0,0,12,57,43,63,24,0,19,5
2019-02-01,78,0,85,100,69,95,30,55,87,87,80,45,28,86,42,28,40,19,15,30,18,69,0,44,74,63,67,79,0,88,83,84,75,39,89,25,3,11,36,95,40,49,32,72,4,74,56,49,21,75,77,84,60,59,15,20,5,11,0,62,68,31,44,13,71,29,68,63,51,32,56,0,53,71,24,25,23,20,0,89,68,100,46,61,57,55,67,57,44,15,0,51,0,0,25,60,35,96,68,23,30,37,28,11,58,53,35,49,37,0,73,13,0,65,86,47,35,4,37,4,65,78,46,100,41,5,38,13,37,8,1,65,0,62,35,53,65,68,58,76,100,67,51,25,0,79,1,3,65,20,36,5,17,9,62,59,0,12,32,45,38,29,23,18,9,29,69,0,70,87,75,74,25,0,16,57,74,0,5,85,0,51,33,18,5,8,0,98,0,0,37,43,69,82,82,100,92,36,64,46,18,0,4,0,77,42,88,16,30,9,0,34,2,4,82,65,0,16,40,25,18,10,34,0,0,0,35,21,13,19,16,10,73,20,10,14,0,0,8,21,0,23,0,17,0,28,25,33,45,41,34,34,62,38,16,54,15,9,0,1,0,77,20,26,5,20,3,14,20,0,1,7,23,15,22,15,19,4,27,44,0,83,60,69,87,32,49,58,80,81,34,25,85,21,35,52,36,0,29,3,61,0,45,68,54,69,68,68,81,88,77,62,35,63,37,3,22,23,87,34,54,14,74,6,44,61,5,6,68,61,91,13,52,9,30,43,0,0,65,72,72,83,29,52,32,79,72,46,73,85,13,57,35,0,14,89,0,75,35,51,38,41,64,80,79,84,52,61,59,41,19,84,54,74,4,77,7,37,68,3,0,48,46,78,71,52,21,20,82,30,0,64,86,73,96,32,54,75,64,64,32,50,100,39,40,47,40,0,34,10,60,0,32,65,40,57,63,0,73,82,69,42,41,45,16,9,7,18,78,25,45,13,0,0,9,59,44,70,28,0,20,6
2019-03-01,64,0,80,66,58,98,28,52,79,65,72,43,27,78,37,27,35,10,10,32,15,53,0,37,65,59,68,73,0,76,78,82,65,36,70,22,9,8,27,84,36,47,30,67,5,58,56,45,22,73,64,72,56,61,13,19,5,16,0,65,84,29,46,19,78,38,78,58,69,29,70,16,48,70,26,24,0,27,6,93,79,97,70,86,64,63,69,80,56,12,0,71,0,8,23,69,51,30,85,22,31,39,57,10,73,78,45,47,41,0,93,12,0,66,77,47,32,4,31,5,65,79,50,92,41,9,32,13,30,8,3,47,0,51,35,53,74,63,59,69,100,69,49,25,0,65,0,9,53,18,29,5,17,11,49,51,2,11,21,38,31,29,16,16,10,38,65,0,64,83,72,78,24,0,14,52,68,0,2,80,0,49,27,12,0,8,1,85,0,0,32,40,65,74,73,64,90,36,56,45,22,0,0,0,67,38,78,18,33,8,0,32,5,17,74,60,0,16,41,20,18,9,35,0,0,0,40,22,15,27,19,12,79,27,11,18,0,0,7,17,0,23,0,23,0,38,30,25,56,50,38,47,76,44,26,44,12,9,0,1,1,54,23,28,6,20,6,32,17,0,0,12,40,21,23,25,22,6,30,54,0,82,78,66,91,29,52,56,100,78,35,26,69,24,32,52,51,4,30,2,56,0,38,69,56,65,61,66,78,89,73,64,34,77,58,3,21,8,81,31,54,15,74,5,40,60,10,10,68,59,69,15,54,10,29,44,0,0,70,85,67,76,30,49,29,82,64,47,61,80,17,48,29,0,13,94,0,70,32,54,40,39,63,70,51,78,45,57,79,57,20,85,56,60,5,71,6,40,62,0,18,48,43,81,60,58,22,18,79,27,0,64,87,67,88,31,59,71,67,66,31,49,88,36,38,45,41,0,30,3,55,0,30,60,40,58,62,0,74,80,66,41,47,45,18,16,7,18,85,29,40,15,0,0,14,66,42,69,25,0,19,6
2019-04-01,66,0,83,72,72,90,29,61,87,73,77,43,29,86,42,25,40,10,10,32,17,53,0,40,73,54,74,80,0,78,85,80,70,36,63,23,0,9,42,84,40,46,36,72,5,64,61,48,28,77,68,79,59,69,14,20,5,11,1,59,75,27,45,18,80,40,71,57,61,26,60,0,49,57,34,25,0,36,2,88,76,89,69,82,60,61,66,76,46,12,0,35,53,13,26,59,53,56,75,30,29,39,21,7,68,57,30,62,39,0,79,13,0,61,66,47,47,4,37,4,59,76,44,73,41,0,33,13,21,8,1,45,0,50,39,71,60,63,61,71,96,71,64,23,0,10,0,4,51,18,30,7,21,7,48,58,0,14,31,35,37,31,22,18,11,28,60,0,67,82,71,69,25,0,15,57,62,0,2,86,0,48,28,15,0,8,4,75,0,0,35,40,66,69,62,52,86,35,51,39,18,0,0,0,72,36,65,16,29,7,0,30,0,20,65,56,0,15,43,23,21,10,36,0,0,0,43,17,16,32,19,12,76,27,10,18,0,0,9,10,0,21,1,26,1,39,30,17,60,52,37,49,60,43,23,45,12,8,0,0,1,28,24,34,9,20,5,26,17,0,3,13,44,27,25,27,24,4,28,71,0,84,79,65,97,32,57,75,97,76,33,30,80,41,35,53,58,0,30,7,56,0,48,71,56,64,66,65,79,94,70,56,39,84,58,0,27,20,79,33,56,17,78,5,46,66,10,17,69,68,72,16,62,10,34,40,0,0,69,55,71,83,30,52,25,78,63,44,62,79,5,48,37,0,13,75,0,67,37,55,38,43,62,70,44,78,47,61,46,46,9,76,55,73,5,71,8,41,57,0,0,57,37,74,56,57,21,21,74,29,0,73,92,71,100,30,54,70,70,64,30,47,90,35,38,40,55,0,34,7,55,0,25,62,33,56,57,0,64,76,58,37,62,48,38,10,5,17,69,33,38,11,0,0,21,57,39,68,26,0,19,6
2019-05-01,42,0,82,36,60,84,30,54,70,50,73,36,28,77,42,24,34,4,7,32,17,42,0,36,69,47,65,69,0,76,82,85,60,35,23,5,0,9,35,69,35,40,31,72,5,59,60,48,26,51,67,58,54,60,14,18,5,16,0,57,71,27,43,17,83,30,69,53,71,26,59,0,42,59,0,26,0,33,4,90,88,73,60,77,61,63,65,75,49,13,0,16,0,0,28,64,49,50,80,20,34,43,15,10,74,94,41,50,52,0,79,12,0,62,83,48,47,6,39,4,61,68,49,79,47,5,28,13,22,8,3,46,0,48,43,53,62,64,61,75,74,69,56,25,0,8,0,7,56,18,29,8,27,7,51,55,5,10,28,48,37,32,26,18,10,20,64,0,67,81,74,69,26,0,16,51,70,0,2,100,0,47,28,19,4,10,1,82,0,0,34,40,64,78,70,54,86,35,52,35,19,0,2,0,71,38,66,16,35,8,0,30,6,17,73,62,0,18,48,23,20,9,40,0,0,0,44,18,18,36,21,12,69,26,11,20,0,0,11,17,0,26,0,23,0,38,32,29,60,51,39,52,63,40,23,48,9,3,0,0,0,24,23,28,9,36,4,25,19,0,1,8,41,27,23,28,23,4,29,33,0,78,41,59,85,30,48,54,55,74,31,23,74,21,31,50,19,0,27,8,49,0,40,63,49,62,70,62,75,84,68,59,36,35,16,3,16,11,77,30,55,13,77,4,40,63,10,16,42,62,62,14,60,10,36,39,0,0,68,54,76,85,31,58,33,79,64,48,63,83,15,50,35,0,17,92,0,67,41,55,41,42,69,77,42,80,51,58,48,47,13,67,64,60,4,76,11,37,66,0,0,48,48,93,62,64,20,17,77,27,0,67,77,63,90,29,53,64,61,61,26,43,80,30,33,36,55,0,26,0,55,0,26,58,31,54,51,0,66,72,59,36,40,44,25,13,6,22,63,31,37,14,0,0,19,49,42,68,29,0,18,6
2019-06-01,42,0,90,37,61,100,29,35,70,50,77,41,29,74,42,25,43,4,0,30,17,39,1,28,73,37,65,71,0,73,92,90,68,37,23,5,4,7,32,62,34,46,29,72,5,41,63,47,19,33,57,59,49,47,12,21,5,15,0,63,72,26,45,17,87,38,67,54,69,27,56,0,38,68,22,22,0,27,3,95,83,71,88,73,63,67,70,78,58,10,0,24,0,0,26,62,48,40,99,0,27,39,21,7,73,79,31,51,72,0,99,14,0,68,72,50,48,7,43,6,63,72,61,69,43,7,36,14,27,8,2,40,3,51,47,61,65,66,65,88,82,76,64,25,0,7,2,4,65,17,37,19,44,10,51,59,0,12,20,55,42,33,25,21,14,20,59,0,68,72,71,70,26,0,16,54,65,0,2,72,0,47,26,14,0,8,1,77,4,0,34,41,70,70,67,75,81,31,53,34,16,0,2,0,71,36,100,15,36,7,0,29,3,4,64,66,0,14,48,23,20,9,62,0,0,0,42,19,17,36,18,13,63,23,10,19,0,0,13,12,0,23,0,20,3,38,30,33,60,49,40,49,73,40,22,52,13,3,1,0,0,26,22,32,8,82,6,24,21,0,0,7,36,23,20,27,21,7,26,26,0,78,35,49,85,32,48,55,52,73,33,24,70,18,26,50,17,0,22,9,44,1,38,61,43,61,70,65,70,86,65,62,37,30,11,0,12,12,69,30,59,9,75,4,42,59,6,0,37,61,52,13,57,9,34,34,0,0,66,51,72,81,33,53,34,72,64,49,56,69,10,45,38,0,13,67,0,59,39,53,41,38,64,69,57,72,48,58,42,32,6,70,64,91,6,84,14,35,56,0,0,40,50,59,60,56,15,17,67,29,0,69,76,62,95,34,51,66,63,62,30,48,80,34,50,40,47,0,16,0,49,1,28,66,34,55,64,0,73,76,67,43,40,48,22,21,4,15,70,30,38,13,0,0,10,45,49,55,21,0,19,7
2019-07-01,41,0,81,37,58,98,25,29,62,50,73,40,31,76,41,26,37,4,21,29,14,35,44,26,71,34,62,81,0,67,89,89,62,40,25,6,41,7,31,55,31,37,29,69,4,36,52,48,18,28,47,52,56,45,10,22,5,12,0,49,58,24,43,16,60,27,55,52,63,26,59,0,37,70,15,20,23,33,50,80,75,56,68,72,58,55,75,67,51,13,0,23,0,0,23,59,43,49,76,49,18,30,0,10,59,65,38,40,45,0,79,16,0,66,68,50,69,6,50,5,55,68,63,67,41,5,46,13,23,8,0,44,47,54,42,56,76,67,66,100,77,64,59,39,0,7,1,6,61,17,33,10,46,9,61,59,0,13,18,63,42,30,27,33,7,19,63,0,70,81,74,74,26,0,16,53,70,0,2,89,0,45,43,19,6,9,0,76,48,0,40,41,69,71,68,64,89,37,55,38,18,0,2,0,72,36,82,15,36,7,0,31,11,3,52,57,0,13,43,20,25,10,61,0,0,0,39,18,16,30,14,12,67,22,10,17,0,0,11,11,0,26,0,15,21,30,29,21,48,48,36,42,66,37,16,56,9,7,0,1,0,17,20,31,8,77,5,20,22,0,1,5,29,17,22,24,28,9,26,23,0,80,33,57,86,27,38,56,56,70,31,26,72,18,28,53,17,0,25,0,37,30,32,67,39,57,68,61,73,83,65,49,34,30,13,4,16,20,67,28,50,12,73,4,31,60,9,9,31,46,42,13,40,9,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,62,77,66,96,27,41,56,55,56,26,45,85,29,42,42,68,0,30,9,53,21,23,62,32,48,55,0,65,77,60,40,36,43,21,43,3,7,60,26,35,15,0,0,10,38,42,43,20,0,19,7
2019-08-01,39,0,78,36,55,85,27,36,60,46,74,37,38,72,43,24,39,4,17,33,14,39,47,32,65,39,67,67,0,67,84,89,69,30,25,5,25,7,30,70,31,43,26,67,4,72,53,53,17,33,46,49,61,49,9,21,6,13,0,50,59,25,46,16,65,25,53,52,59,30,52,8,41,85,0,23,0,31,49,80,64,52,61,71,63,51,68,73,50,11,0,8,0,20,24,53,45,81,72,25,24,47,0,7,47,74,37,39,36,0,84,13,0,56,67,41,63,4,43,5,23,59,62,65,42,10,32,9,19,8,1,43,50,43,32,32,78,68,51,79,66,58,47,38,0,6,0,4,53,14,27,5,28,6,76,49,0,9,14,45,34,28,23,18,11,15,55,0,65,65,64,73,24,0,14,54,65,0,14,76,0,41,30,10,4,9,0,55,43,0,34,35,68,64,58,67,83,33,55,37,11,0,2,0,57,32,82,13,31,6,0,30,0,5,54,46,0,11,42,16,18,9,58,0,0,0,43,18,15,32,15,13,66,22,13,14,0,0,11,8,0,25,0,12,25,31,28,28,46,47,37,42,64,38,20,42,7,7,0,0,0,20,20,25,6,75,5,21,21,0,3,6,27,14,29,22,23,8,26,26,0,78,30,55,83,23,36,53,48,68,29,37,77,21,28,58,15,0,27,2,29,32,34,56,51,53,61,60,67,82,69,54,32,30,12,6,14,15,64,28,50,13,65,5,54,59,11,7,28,39,44,14,37,6,37,35,0,0,68,42,66,78,29,54,31,70,64,52,78,73,13,40,32,0,15,72,0,68,39,70,41,39,58,74,50,74,47,60,40,17,20,58,55,81,8,71,9,36,50,0,0,37,61,62,68,58,19,23,71,29,0,65,76,62,72,25,38,53,52,64,27,55,70,31,38,40,46,0,22,10,48,25,21,56,36,47,52,0,70,72,61,37,35,48,19,50,4,15,59,28,35,13,0,0,10,45,37,45,22,0,19,7
2019-09-01,55,0,78,35,62,84,30,52,90,50,75,43,100,63,38,25,41,4,26,27,15,79,51,37,67,43,75,80,0,77,79,93,83,30,28,5,20,6,37,92,36,45,30,68,5,63,53,53,19,49,60,69,57,66,11,19,6,12,0,56,63,26,40,17,67,34,59,56,54,31,54,0,42,61,38,22,0,30,47,85,72,77,63,71,62,57,57,81,43,11,0,0,0,9,24,63,57,57,74,18,29,37,39,6,49,77,37,46,37,0,89,12,0,63,84,43,81,5,34,7,15,64,62,87,45,6,36,10,22,7,2,45,62,43,37,40,68,73,41,79,80,63,59,49,0,7,0,4,61,16,29,6,26,7,51,56,0,14,22,40,35,31,26,15,12,17,67,0,68,73,65,76,23,0,16,51,71,0,100,72,0,50,31,14,0,9,0,81,47,0,38,39,69,68,70,54,92,35,58,44,12,0,3,0,74,36,87,17,37,8,0,32,2,5,76,45,0,15,56,15,23,9,63,0,0,0,45,20,18,27,22,13,69,25,54,17,0,0,14,9,0,21,0,16,30,36,31,23,51,50,42,46,75,46,28,43,10,5,0,2,1,28,22,25,7,72,4,25,23,0,3,7,35,25,23,33,23,12,30,40,0,77,32,58,79,30,47,61,50,73,32,100,68,23,30,60,17,0,23,2,72,37,45,59,54,64,68,63,70,80,79,75,31,34,11,4,11,20,86,28,51,12,75,7,41,57,7,6,49,55,57,16,61,8,43,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,70,77,61,46,31,44,63,51,66,29,100,69,33,39,44,43,0,17,11,59,26,32,60,47,54,58,0,65,83,68,47,36,51,22,49,6,18,76,31,38,14,0,0,13,50,35,52,22,0,20,8
2019-10-01,57,0,79,35,59,79,29,50,91,51,70,41,25,73,43,25,39,5,19,29,16,69,49,34,66,48,73,74,0,76,83,92,79,32,33,7,15,8,41,81,37,47,27,63,4,60,53,50,21,52,70,65,63,66,12,21,6,20,1,65,68,27,45,17,76,32,68,63,64,26,50,0,38,51,0,24,0,38,81,86,70,93,57,72,66,58,83,88,44,17,0,29,0,0,23,57,42,43,82,36,26,43,69,12,53,56,40,40,34,0,72,21,0,61,63,41,80,6,32,10,14,62,58,53,40,6,37,10,24,8,2,52,55,45,39,43,64,70,43,73,71,61,60,46,0,12,1,5,58,20,31,10,27,10,47,51,0,15,15,43,39,29,29,17,10,19,62,0,68,70,61,68,24,0,18,51,68,0,2,83,0,56,28,13,0,9,1,74,45,0,37,39,73,70,68,54,88,37,56,40,11,0,2,0,76,38,89,19,37,8,0,30,7,5,62,43,0,17,56,14,23,9,66,0,0,0,46,18,17,30,22,15,81,25,12,17,0,0,11,10,0,25,1,20,30,38,30,17,50,55,44,51,70,48,25,42,12,9,0,0,1,27,23,28,10,74,3,26,23,0,3,7,41,28,27,32,21,13,29,40,0,80,35,58,79,31,55,63,54,73,35,24,70,22,31,53,18,0,26,6,75,55,48,58,49,74,70,65,73,87,72,71,32,35,12,5,16,17,87,31,54,10,77,3,42,61,11,18,48,60,74,17,77,10,43,40,0,0,68,48,71,75,32,53,42,76,68,56,61,83,14,51,42,0,15,80,0,66,42,61,43,37,64,72,40,87,52,61,51,23,19,83,52,85,2,79,17,40,76,0,0,41,43,67,83,76,19,23,74,33,0,68,72,63,44,31,53,71,57,63,32,42,89,32,44,48,29,8,18,15,80,29,27,59,51,63,56,0,69,78,75,52,34,48,21,55,7,20,82,34,38,15,0,0,15,49,36,63,32,0,21,8
2019-11-01,47,0,75,33,57,80,28,43,71,53,67,38,24,70,36,26,31,5,21,31,13,52,52,30,65,44,67,70,0,75,78,77,74,29,28,6,16,7,34,72,34,40,25,61,4,63,46,50,20,55,62,60,55,59,11,19,5,18,1,63,66,27,44,19,75,29,70,58,67,28,70,0,40,56,0,26,0,32,67,84,74,70,73,71,67,65,66,74,41,13,0,63,19,0,26,59,46,40,81,9,24,37,100,11,52,59,44,63,29,0,60,47,0,61,62,49,71,6,33,11,18,71,64,59,42,8,41,12,25,8,1,52,63,45,38,50,80,71,42,73,80,68,60,37,0,29,2,6,58,17,30,9,29,8,52,58,0,13,30,44,39,27,34,22,11,23,63,0,65,76,64,62,24,0,18,55,67,0,2,80,0,58,31,11,0,10,0,78,45,0,31,63,67,69,69,50,88,33,54,49,11,8,2,0,69,40,97,19,35,7,0,29,3,6,71,46,0,20,62,15,21,8,65,0,0,0,46,22,17,31,23,14,84,27,15,19,0,0,15,12,0,28,1,20,34,42,33,23,65,58,46,52,62,46,26,45,17,8,0,0,0,25,24,32,12,80,3,27,26,0,3,9,39,23,27,38,21,14,30,37,0,80,33,57,79,32,55,64,49,74,34,25,75,23,34,53,17,0,24,3,57,44,46,57,47,71,72,63,79,89,69,67,31,34,12,0,15,16,82,31,55,16,62,5,47,56,12,10,62,64,74,14,77,9,44,39,0,0,69,45,69,74,30,54,31,68,66,51,60,74,13,57,38,0,16,80,0,74,36,49,53,42,66,71,38,73,49,60,56,17,29,75,51,86,4,84,8,40,59,0,0,45,43,88,88,73,17,22,67,34,0,62,72,61,41,32,52,68,63,66,29,42,77,34,42,43,27,0,22,13,80,30,30,59,43,63,55,0,73,73,64,49,38,51,24,53,6,16,76,32,39,13,0,0,16,54,36,62,33,0,20,8
